symbol,name,hgnc_id,phase,family,role,tier,reference_ids,references,hgnc_url,entrez_id,ensembl_gene_id,uniprot_ids,location,locus_group,locus_type,gene_group,gene_group_id,rule_note,source_url,source_downloaded_at
ABCG2,ATP binding cassette subfamily G member 2 (JR blood group),HGNC:74,Phase III,"ABC efflux transporters, ADME/cancer core","ATP-dependent efflux of xenobiotics, metabolites, and anticancer drugs",core,HGNC;TCDB;FDA_DDI;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:74,9429,ENSG00000118777,Q9UNQ0,4q22.1,protein-coding gene,gene with protein product,Blood group antigens|CD molecules|ATP binding cassette subfamily G,454|471|811,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC10A1,solute carrier family 10 member 1,HGNC:10905,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10905,6554,ENSG00000100652,Q14973,14q24.1,protein-coding gene,gene with protein product,Solute carrier family 10,2163,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC10A2,solute carrier family 10 member 2,HGNC:10906,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10906,6555,ENSG00000125255,Q12908,13q33.1,protein-coding gene,gene with protein product,Solute carrier family 10,2163,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC15A1,solute carrier family 15 member 1,HGNC:10920,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10920,6564,ENSG00000088386,P46059,13q32.2-q32.3,protein-coding gene,gene with protein product,Solute carrier family 15,2167,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC15A2,solute carrier family 15 member 2,HGNC:10921,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10921,6565,ENSG00000163406,Q16348,3q13.33,protein-coding gene,gene with protein product,Solute carrier family 15,2167,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC22A1,solute carrier family 22 member 1,HGNC:10963,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10963,6580,ENSG00000175003,O15245,6q25.3,protein-coding gene,gene with protein product,Solute carrier family 22,2173,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC22A11,solute carrier family 22 member 11,HGNC:18120,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18120,55867,ENSG00000168065,Q9NSA0,11q13.1,protein-coding gene,gene with protein product,Solute carrier family 22,2173,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC22A12,solute carrier family 22 member 12,HGNC:17989,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17989,116085,ENSG00000197891,Q96S37,11q13.1,protein-coding gene,gene with protein product,Solute carrier family 22,2173,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC22A2,solute carrier family 22 member 2,HGNC:10966,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10966,6582,ENSG00000112499,O15244,6q25.3,protein-coding gene,gene with protein product,Solute carrier family 22,2173,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC22A24,solute carrier family 22 member 24,HGNC:28542,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28542,283238,ENSG00000197658,Q8N4F4,11q12.3,protein-coding gene,gene with protein product,Solute carrier family 22,2173,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
SLC22A3,solute carrier family 22 member 3,HGNC:10967,Phase III,"SLC/SLCO uptake and bidirectional ADME transporters, core","uptake, exchange, or facilitated transport of drugs, metabolites, bile acids, and organic ions",core,HGNC;TCDB;FDA_DDI;SLC_TABLES;ISTRANSBASE;CLINPGX;PHARMVAR,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | Transporter Classification Database (https://tcdb.org/; doi:10.1093/nar/gkaa1004) | FDA drug interaction tables for CYP enzymes and transporters (https://www.fda.gov/drugs/drug-interactions-labeling/drug-development-and-drug-interactions-table-substrates-inhibitors-and-inducers;) | SLC Tables solute-carrier family and member curation (https://www.bioparadigms.org/slc/;) | ISTransbase drug transporter substrates/inhibitors (https://istransbase.scbdd.com/; doi:10.1093/database/baae053) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226) | PharmVar star-allele nomenclature (https://www.pharmvar.org/; doi:10.1002/cpt.910),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10967,6581,ENSG00000146477,O75751,6q25.3,protein-coding gene,gene with protein product,Solute carrier family 22,2173,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
